company,job-title,location,posting-link
CyberCoders,Generative AI Engineer,"Hybrid remote in Menlo Park, CA 94025",/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4er3NdtzBPzLm4r97xguXn0FClfFz8yaWya9KCRJ2s2Zfb_Z2SVEQh_epKdToa7xblaoS7hHn2dPslB-ETWY4SLnewnC3EWldfMocW0_zVo-0tQ18O02D8r9pTO2j8LjcGQ3UThio_WN4vRf9VIZd8gij2bn9_Fmh6otqVkuU5bzZLZMxAkkwUfVGjkAWGalv3d8GZvpBlndAHJQuw64rCmjIfn9OdpviT6taGI7_7C5dJ1z1F9BilZDN1OkEL65T5VnYQ7deuDgMxKi9DqIN-C_ZTuFCLPvHGhnzckCZ2FyYiyrT3Yj6YldYl5V-8fdeozFnY820mLyUBjwIgj8QHufxWQLMf1Nq1XZf2i3hueL-4_wrqBWcsrMDXsTUVID_v5YIxSo6p2wzZudhRMEWDtFFUQcDT1eCuwU0NQQgVunMizJ74o1V6RXpzayDQA4EmAsQNHQVTQyOrXbp0n_CLyWmCbNYYj7OZ1F-1uvgwABjHyREnCjtFiixhCTp3Q3Q59RSL9RtiViS84lE7oKelCZcQ_vIZR2RZyouDcNdEWTheWhyH4rkenXq_-RkLuFLuID0NQWzAFfzguAVIxB9gYzgg7Yku_97OZb4g7Nfcam_khsRKLmelR91AWnAYMu8_m2D2yyJhtMjKPajbDCKlb-yZsjms14PGbrobEezzUBsbss1bxu0ZTBz34J0_pZhar-tzBs8ZDLZTIfXLlNVbKRjD3oQb6qU84xY_eml-Jpzo1JOr4dRomsRLx4kKdo6ULWGt6XVGcfQzDAJX0qqJixvE17n6V8o3b6ypoHC7-a4EP3IqgmLeQXGnBpU4cSHpf7fs91-lKh1wT3ryxiHznCAQenkXghTEf__FHS1ARTFqgqn2lDmlXcTVSPmnP3GCyDIdb3KSK-ya3H95zsgopM7MFiJs9BTfn9oJWFVjbxZjVKDIeCtgSsj89txf79s9ib1JL7TThI2muaUdi4orcmkwMdis6h_1HegQ5dD2S5yeON2Y0y6ghnBImPB5f-uhcUbNSBZuIxxjCDF-dCNG462E2G7jf9uW5nE2OZstUW5_hc8PwWkfs3vqfLzMr43vz1865pRTjhOhJ-0sCyiwOhFshb8BlVZVXbsJnsdpZcwv6h0yBFN3sMBAzw6k3pESoeEycfbGwutEbLShG7tYYnMgcgKObsGZQ==&xkcb=SoAp-_M3IEwQN23I450FbzkdCdPP&p=14&fvj=0&vjs=3
theCoderSchool,"Coding Tutor (in-person/remote Fremont, CA) at theCoderSchool","Fremont, CA 94538 (Downtown area)",/pagead/clk?mo=r&ad=-6NYlbfkN0D779NqIiGI0q78WgjCh2jMVoBT9GmHZdwy_hfb4tVsySt4hzIOM69mz0hh_akIq9Cxj8iLh6kZxKWyLdQ8nI2EBIMYS9McpivB0lRBB0LxifF-_9IygvmNdVxjLNQybspiBzO_WLJ8f0KcD8y_-FfDmGaVle_bxKuBlcCVklJZKj-BzsiZJhzxuVMKdprLTOoRXooVmOWTROCDn6qFhABkKjR14RkrCOtwLcj59wXOw9K53WUSBGsct-FL4F5egAN1csECCQABEXux12FKK-gxeaQhQnNUJ4fLKnxwcicuuW6S6ZrrAAyTUFZaZBCuBzrvBapex_svz86rqwkWCWXPZpJMtUhHx7czKLCxzwpfVY4I1Hxg190pOpdJJ-QXH1RV3Vbq-A36ugWgLeld-OiuioOZLYRsPAsgSzCjQzBRpEVHDCuo_vmGS5Yx4hhVTOfIap8Hgy49p-r-UHxkWtfgM9peZvC8zv1yMCgIddXcqz5WW9kCdQ-ag3SJDs_x5dUIfHk7Zde5HzveaUP910eP4VWzcA7ktVnx_sPOGp2XW9Xs9tQtTieXoCmNXpi03NwiUdKSjI8WqFF9yNZ7ZLj-JHm68XIwW-SWw_KDdXomeXw4Q8DyDf707Bh25tet9rW6U0V_U-VN3WaGSRzqN5BvrYjfMp9fbxUNEvVjKIM7TA==&xkcb=SoB0-_M3IEwu-42k7p0LbzkdCdPP&p=0&fvj=1&vjs=3
Oculus,"Research Scientist, Vision (PhD)","San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0DYl4UJW4r1Vl7FEn6T9F-rD9lpC-0oMJVSiWjK_MGUd5J0zhK0_YWmBFI6gXg_Kl9ho8kqmc_zWZ-5uAgboojVhEvgq8AThXGr5BxKpFmgnqMNEMoIBL1_GUMUxJP_LLo5x58rvIK6NbKmakrvIhYyu4vpI_1wbAHGGO-f9ofAKhdmDVdz3NBIhc1ZGZU_N5BhIcvRYTUtTyT9igw8MYMme4BymnH6HcWmaCwjNA6ugbXQ0cUNofZ0sJv4CZevE0eEE22-LgYUX3EiQ5yglNizjEUtz8ZLRZ3QIoY_YDF8e9edhuNH2xlqDRhpyhLs2GqvQcp3vfzQ7ZtEeN5xcroUZBvprupBEDq6aauhomAc5FzBs_FvOBEqEqmFL5IDZ9lyaNVwwLhxLlG2M5t9RKEPq8C8k870uFaq2RhpeD73WSyiiGpdrXv-4m_l_mAeZwRtozhT-s6lsxokKhchuTOu-Wb-shTtXK9vQ9KMfh1ZkobdgVi0VNcNcUmyOX4zbVypTeOQiDYIu8YNP_ngGSDX2Dm2luZbtkNKSDnMe7kqBt7SpMa4fEXJ5_MfPL_CEbZ6w7Bt6zY45GO47vn7a2kG6yyAzBoFP915wmgWxFKnBQl7GiaYgl-awehq1gLU2Mx7hpZ_GbPPj__bHFb6CMT41UyvdiwViskq4FWClKv-pH-0A6SmD6iwZ36W4lQTOiZN3_iVvWWcV4C9QAL2s0rmZvhqaal4b_xhhFbo25ZhAh2a226Cr8Psa72KmEWSIvbycmFTACIbEL_dgohWrOTqli3O7U8FujAMweEyju8PeaNNhP6kiPpoRNsLGe3D2gyxjFedxuAHWavRdud_24940G06ja-Ax4lYibArWQqZLwXvVwZ1fsSrxEpZnmRo551EYixRBOdtYJQ4jR_-DaLA1H4BUoWEcQtqk9Q24UpJmS-YzElh6pY2p5btY_Rb3F8NUlBz7X9Se1ucs96_WydY-2IeeOOy_nlVQFj0owFedxdU4Z1oRjUets_dS3FIYEEgMA5POkt3A48BtQ2mQoeX_iTFNvO_yOdY-ctEr6LANajfQ3QpKqETsWnbUZQ3hi2kujxSsZ9F7gI2sRSKptiEoyUyCtE1bLGIH6GJvg5sDtFWSedNVmVIJl7erxrKbQHYggJ1XShnKUPWdGegE4upY7lqTvRzOL_yfZk4jZfpjmauGepm46Lq02mIF9ZziwYeaVt-Itfn8AO8imFUJYzt&xkcb=SoDA-_M3IEwu-42k7p0KbzkdCdPP&p=1&fvj=0&vjs=3
TargetCW,Talent Acquisition Data Scientist,"Remote in San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0A6TktYCN0VG50lat1bxG6ZYGRoV5Av1OVF6J5hGgtfkbuLupBOf1hB4AfOK0qYtBcdKI9ebBYEbaK1s7NrbAE0aZqeej8bvW5IOwDwBwGBmFVKZqIVgSuMnA5uZJZGifNzYenrWc-EaKM5ZjTAB4aqeFYOVO4vWXJvZw6cU1BPwMBBMtlxMjTF7Ea06R4SpUErq51IMKFWV0dkmDPdjGpzlYUBw9w8XmdeW6fXKQHNTQfwTVIAunH3TLu4qf2TWDBQcaLm9hq34UAFvqsikkIbSxzrvemHj24DhCeWeQLzFP6YDe0jzGwN5l6Jls782DW0V1j08sWborEs8VHSZq6B3xYLBPyBdrY-QIXvPe30ycdGPW1SgIKRzkDdkKl93_4mKk9t8VJc7viO5HBqdngbvUfLCZEI6Bay5-AcbehoaVpJVX4qUM2QNysGNrfjZ0SkxSrAGvTDHAcEuOQhFMI0CkJG8yzG1woxI16IzcWJMJQ6T3zV8Ra_9579MlBQMjsCcoQsQFpYXsDM0GITIb2W8hPhL9QPxoM0wCQyNoaVzpVESx1t6nhUyAVczuhXCvwojb9IdhhtAZIRuK8HwZeq2Svn6St0q3OFoD5TzOYaNEsYYOh2zBCaCNag2e8gvF-gUuW9WATRPWCx8PVeE7DUEqb3tEbT5cblMbPQPNmhvZchX8bs4L-yGPB1fWyNF6AftVJvBTTapBl3h5-VhRs6-M8Cd9vFNzWDjmtyFAwXY6Rhgocew5P0fWSMQhE1smGxQodAR9tDcn8QqJQAx0BK3Fj4Scw91aVTRwWWoRWOGcTVW7lu8elaEUI3LQrBqaaJInAnaiX_tRuE8AZej34eEQBlOJwhQ8U=&xkcb=SoAp-_M3IEwu-42k7p0FbzkdCdPP&p=14&fvj=0&vjs=3
iCode Palo Alto,After School Instructor (Part-time),"Palo Alto, CA 94301 (Community Center area)",/pagead/clk?mo=r&ad=-6NYlbfkN0CtlCdohHBCkcQMrT8kwLzCIaDkHay2PnpdmY4_V6i0ML6h12Sy3x3WU3l59StxAI9QGlpr_53AIXAGYe9qevbnoz46YjhEm_PvDKs_twD92umIyjA5QQ8l2-q7zKLQR0JRMSmGiXVThXmpA0pgNTqH0cp_1eUaTOh1TMDGfQX6y52SqDKc0KRDGo-HTJ_-Ng28BStbeJPzh6oZRNd31-YNZKXoknYDJn8CAlgSJPh9vpEyZCZa2GwP9m4a6_JYV56TAjATGFnijYxXvAox8ilRgMDCHXp3vg4jydf2-DQD4vweE65B1LfI8lXH7aDs6mZHtO-0nQYMOX61dWqh6iEeKZyo74IVwcrwaA5RUWg4oE93eLp9LW-84j3WOpij5hHNoOGw-QBWqr7A2J08pWw67wi0C7TCEuMiGXLONThx2ccxmnUBefEfYxBOK6PSE0mFAWdsayYZrGvRuTPLuF9cjEYwPNT5x99n38oSt32CLyD2BCqxGT56ctMOlK8XmwOvy3ihN0ucuEuMqjcLgqNfZqTIkrnUKab-FQDJECAAlbfRT96er5fKnOD6TScSDF-VQR3ZYcVIUjrv6DVbsJPLbG5YYpLSV-CpR64Z2CpqYduBCxGa5vJL&xkcb=SoDJ-_M3IEwuov2k7p0CbzkdCdPP&p=9&fvj=1&vjs=3
Sandia National Laboratories,W80-4 Systems Engineer - Electrical (Early/Mid-Career),"Livermore, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0BdI5vrJcl4iNCACeycF7SOUtI3c7RKoL2EvjheEbCbdbbBOMBjX1TjRNHGhGl97pCT9LXpwLot82Rfse1DeojyiQ8NDNyFFc8h5WHLHoX0ynvLUQxYIxQQvd1t1i-_CsKty7qjo9ZT1Rzls3NOq0Y6XKDjaE3KQ4omjFpFzGGyNB00uwQao0lf8Mp6ee5hCnr6q4XeUFyJZnk7srAKJrxoLCUffk-_7ES3i_EcIgGu_HNJ_9hc60dSBL2Z0nBRcJiQG6fk7A_2wNqa299cBrcmLJyI153MUKOnhjuLgtQg01EmLTnhQe04OCP-OifKvgqTQ9Z9TS7IZJUew8smaj0VVCELj-9UAelgp122CuauTH_AVOnhwsB_WbmvbGa-ZxuP2GxD4gNgn3T1_aYRB4gyOjWDlxKwy5pJmcZdmlh729nHYBTrFnmxJgg4i6fuCvScNDVp0pO-5ef-6M2DXQs8ahqgbManq6xliN8UhtU32GhY5FNq5N957RyMEUVL_3_QuhUyXby1wtKcv-kluQ8GWBk4KwdhwfYvvIMgjaC3tL1GvYAG59HQmvQxu3bUFlVvoqP0jHRz4nzN1YgocCnk6xx1ycSnrzA749RvLt-2HPsqsBBFY7bQt7K68YnEfiMzU0_j5V4-R2kFtEE3gQpHDNH3lo9wB3ZZ803sykeGz_-X5L37t-uUULerDTPSQDJjzwBN79vEvNWrMYUTSGbd_E2nCQNwzNNxTv8KzjSvWmSU3yqTz39B-GlP6vHrB7m9w6WYxTzVNhcQY2GjykRVB6E9GRL9OWRvXnPZ6GigLPivUGlAaIbG&xkcb=SoA0-_M3IEwuCx2k7p0LbzkdCdPP&p=0&fvj=0&vjs=3
Rose International,Test Engineer Opening #452436,"Cupertino, CA 95014",/pagead/clk?mo=r&ad=-6NYlbfkN0B6gYLiPzX3Klpbl49OuxoIZqVtnvEet7IZUhlrZDSG3okd7pEwdez69l02GdV7CXpDEZiVme3JOa5Rut2xru5BL6zzbi9AAlh_TQ0EmiHigtAgPdaIJzWYNfevdu0ibelvbHnqDH8Fjvx5ribGr_SIzqqmLK3OhcMaZqyeP8cRoa14a-29081WOhke5r-eGrvdq9vZCYlYqEIpS6f3ejeaWyN47PJB2fsjGM3wMiK6X6E4YZST4GTxgHOdMEhinS4B3pSRSACXL3dR8VtNQJEdeV2DDmQrgGGIuovpBgdzoIiKNDznGvu0AosRSEYwN56_SGCC24VOC_U8P2327AwyFy4bMKEnrtZL1P0PDRT3obKuXLLwVl8E3s5NghGyRjGclY0vxm4oXqroGsnApqGjZM1VmITu-MUNWvEDhWmBWmuMwpNYMOJPPQ4RMtmlRoaz_poVUBd8GxKd1Hyz6TehVXehjuihZO5ugw1Jnxc6zQfTEoNXFLjSAvkPU1TlgMVv_mprEdiwvw6dgnct6v2C4Stk93WX73Fu19DxR0Otqn7EGiZT19bMOxdBZ7c-4jOO-XgD7_7v_kjPvqJ9g15pGpiUFoWuCq6TPfX6yO5PgDcQ1KQ2b25-dWsXmF4K9gn5rBkFdTTXXg==&xkcb=SoCA-_M3IEwuCx2k7p0KbzkdCdPP&p=1&fvj=1&vjs=3
the Coder School,"Year Round Code Tutors Needed!(In Person, College/ HS AP ok) (San Ramon)","San Ramon, CA 94583",/pagead/clk?mo=r&ad=-6NYlbfkN0BOUCKzGZoU1hjj-DLb4BlPnIrIZXqDvJjBJM6MiX2XvOTUFgBtfDpuaaAwU9OAYYlCBRUUZA2hbHNzWRBmL9Pt2aibWNb0dlgCfcVn3AwRbv-fwbmsHdSFrJyIyE11-zMvirS4kE_Hm9Mh79TfsQW_KF6_PZGT9xgdKjpI9T98NDLB_xIvoUeWLTcEIDOgCOAwF68ERTmt5uRhM0X0t6wKyNB7g13-XPA6zqL6HjBTixNYBD1lbJyBfZqphhZZ7fvRtxaAhaTBdz-NvWIbdRqSg5oP_ZRy42pGCpBuzD7MbVe1y5mbSDxqAfDVDiKlYzpsnLqtx5aGkI_KRMnP2BR-gmFsT8vMFAgmLUDNVtELmnV-LL62sPgPzIaCyjjosTUuazKDQB5Obuml3nGCuhMYL8yYLF6DUNmTAV2-BJbhPGJV0J5esWe8HdoMX9SztsEOYtrUQVbzJDfXS07F1sgxwC3YJSApeJhdfQNsxkLa7HsKuRlTpw4eHGzxq8UP-E2B0VdPlPchMlgnIhEsllaV0x4-1x_8bjWlefsoUYMYumaau3fFqpYyCccOsdA4XkilRjzj-sj_H950oksvK402B_tKd-_q4UwiFznfQRIJyIYKufBQPPnOSps7KzjTDHYzhk6Fyr0ynlHNeE8v9XmGv5gvQt7Y0tS0BNvpiOnY_Nc8Fd0WBBnl&xkcb=SoD0-_M3IEwuCx2k7p0GbzkdCdPP&p=13&fvj=1&vjs=3
Sandia National Laboratories,W80-4 Systems Engineer - Electrical (Early/Mid-Career),"Livermore, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0BdI5vrJcl4iNCACeycF7SOUtI3c7RKoL2EvjheEbCbdbbBOMBjX1TjRNHGhGl97pCT9LXpwLot82Rfse1DeojyiQ8NDNyFFc8h5WHLHoX0ynvLUQxYIxQQvd1t1i-_CsKty7qjo9ZT1Rzls3NOq0Y6XKDjaE3KQ4rh03P5VIsFudeOra3XgwgwDcAQ4REK4v8hgRtFoavEAQih1dtx4qRM9gCAZB8YR_4l0__mya_sXGOjVFDRCP0lkYoVfCz8e_OSgRmazaXQ9frHB5JBIZV0dh9ITD1y71aLEByru6_91zZXpa3PCTVD5y0x6HW_aZ4H-c-8PLqklwViXb7Kc__aBdHsGs_X7r3GbkQgov4P8FiVmOjaj4mErvBHS1mX5x1sIMcgIGHZNh1n6zsdvab6zlOuLgwzQmTexUbPqi478RMdQNVnFDx7s8R3_F25xHfD3GcUEwhFLAsUb5_aWo3y6BPv2DRUPWIyLu317Bv9nm_2je_MzNklJY7RH4dZilTEVWT6hVoVfyyzB1-qcF8xRPiVZfHnH6_CligcJqYvuoRaWZcccfYEuJQIB8Yo_KaSnpTX7gIspF-xllEWxsHV6BEp2wKAKj_bOKeh4tp8UY8GmtZzF-O_UTr2eIR0ny3Sb-Fg4usdcjs0opoxOHUOktijVeWBZo-fiiJ9JHZmlVeeBpguhJHW0B62dANDiuVWJoGgczXLuf__ACHGjGc_uU7BR4PkdrcQNDYdMG-Q73ThslApPa-X1QcAe3W5yJF2g0v0aIx09iVvBrqM8I-1DyHcHeMxOzzs-pxrRTdaZH54vq8Fn-Qk&xkcb=SoCE-_M3IEwtZhRjy50JbzkdCdPP&p=0&fvj=0&vjs=3
Oculus,"Research Scientist, Vision (PhD)","San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0DYl4UJW4r1Vl7FEn6T9F-rD9lpC-0oMJVSiWjK_MGUd5J0zhK0_YWmBFI6gXg_Kl9ho8kqmc_zWZ-5uAgboojVhEvgq8AThXGr5BxKpFmgnqMNEMoIBL1_GUMUxJP_LLo5x58rvIK6NbKmakrvIhYyu4vpI_1wbAHGGO-f9ofAKhdmDVdz3NBIgiS3FQl3EBm_kL0BdxX0YSRBmFcXW_Ypyhj4tFZYhrXVYIQXQ8yE8um2IhRIB5_IMwJNgfIiM021pb7h4tn2LoARu0-VHtATqeWoT6y45pAaYKOB5zMc08_bvstzvst8BbZObyLmH_bTl_14Fcd7JmCIMGd-tN61QkW9WcNJcIM6gQnA5sthgZgjRFkLhyw82COX-APj-uIiLUL3j8UpsXnSipsHuNCMbmTtiZZJsSb_WgfaDMYcqZnZjJMVT8J0eBoU2KrHBlOsXXu1AnllHMt62djeag5wRfIVTWPWhk58U4ORnscccBZrRzgkEqC3BLnj6mX6uDGqyOHe3EoWBtDIs1gO37KJQT4kO1Sog5qPj7szEsvW0Ij_mA5MUNGZyeV0TZsaK998oF9z1ROVkAyB_Y2jjfa2koGQbcrSimiwEc7IJl1piBPqR1i-VQj3MA3BPEXyqMXawUfKazimrJs-BdOf4VsGyvVr16yzo4RpsyjvzwJkNVAD4fcYqrfYidaP9_CTg8rqr6uigRW6y5Lu_FrzhgSEfAw8IwqouGesrkI4FPOKbvU4mKC_QcFdg_A6GvnSTVuMF6wo7w-N8onD1EvbXgqNx_PPRohMLaBYjCI0QRcrPNP8dlqIju53ebNhl3w12AB41s97xurjYnMsqLkpKFZi6lDVq5s2XCpdezKWZiKQqIe99jeXNzv8SrFL-3biZdcbDtuZhCrOapCi5bfAmkpk50a4dOCwc-ZEHgn_Innlqk5C7eij7vIFDLSg_wxbYBDCKugVpEblIjQKJsEomBVYqxaYDSNcIxkVjNFzk2Ispf2jVc9ZU2nwXRdUSBU8P8y_Vvc9vwdpawSAUByCqHG_bMdm9kyfceWkRRJFeRSuNnuWM72uomFe47cyvc2LFcRnQzldFgTzY6j5i_ZN-lZCsN05OudLfITtxvFkyIhXzg9tJwqVyUY7SuJirrt43FAGD_pviJ3XmYUMXx__T36WO6pEv53wkPEvG_xxYk8bhf7Bpl0Qxy8yHa94Ran5krMXVNml8Ij4iJvch-84nPkT&xkcb=SoDj-_M3IEwtZhRjy50BbzkdCdPP&p=8&fvj=0&vjs=3
Verkada,Front End Engineer - Search & Computer Vision,"San Mateo, CA",/rc/clk?jk=9b24ae54dd12d449&fccid=17b2ec97e4ece7cf&vjs=3
Tesla,"Software Quality Assurance Engineer, Internal Tools","Fremont, CA",/rc/clk?jk=ef6f01171984bef5&fccid=86e9be6ce380173e&vjs=3
the Coder School,"Year Round Code Tutors Needed!(In Person, College/ HS AP ok) (San Ramon)","San Ramon, CA 94583",/pagead/clk?mo=r&ad=-6NYlbfkN0BOUCKzGZoU1hjj-DLb4BlPnIrIZXqDvJjBJM6MiX2XvOTUFgBtfDpuaaAwU9OAYYlCBRUUZA2hbHNzWRBmL9Pt2aibWNb0dlgCfcVn3AwRbv-fwbmsHdSFrJyIyE11-zMvirS4kE_Hm9Mh79TfsQW_KF6_PZGT9xgdKjpI9T98NDLB_xIvoUeWhXaw5iRTeRQpbKEUbD1W0MW8E0jKaBwhzgRFDVyPHz9nBSDL66HMvkpu8FggOjjMZMSsYQECX4zvsJlO4LfLS8AFcO32GTzBmHbmWvcw7vQS6kfxrZ12CLG0KxuHQFJ-Gd5y6cj47yiotouJIPZBFv8dAZ7XNiGwLPfVfj7JtXIBg23NaeJFBzFizSinjstV1ibDxwVFUJSxNUAar6zqk_fMkdE8Tn8unyveEyEdeNhOgaJ73CVneYmGABU7UTYGSM_GRWDpIIEmY_1NYy0ASGlR8DzA_oLIU_W3mYIM0psTocufemhUyDxtpp7kpYkbm9k94RzKJvwl35Hx1z1ga0lrtMIipDKdKUolbYtMWmVRSTENYRFFU95oTlTgQPWyb7KhNxWvgyKEygqHJitjUG9luF4eYneLLATIXhv455U7I7VLXeJd_qN0n_cORwDPXoxXvcN_Oa-b-YVvldgm2WwvqCMeuwjWYaDHg37nDXymZwCstJVJ_tftMVV2tMfj&xkcb=SoBB-_M3IEwsg42k7p0HbzkdCdPP&p=12&fvj=1&vjs=3
TargetCW,Talent Acquisition Data Scientist,"Remote in San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0A6TktYCN0VG50lat1bxG6ZYGRoV5Av1OVF6J5hGgtfkbuLupBOf1hB4AfOK0qYtBcdKI9ebBYEbaK1s7NrbAE0aZqeej8bvW5IOwDwBwGBmFVKZqIVgSuMnA5uZJZGifNzYenrWc-EaKM5ZjTAB4aqeFYOVO4vWXJvZw6cU1BPwMBBMtlxMjTF7Ea06R4SpUErq51IMKFWV3XePPddnBqCrQMeKWvkS6fMCX3kjvWgRIRGX3I-1ozrB4Gvqya404KPFYJPwSKYsEhcnXk3bsKpS0M0VUIxngHph69ylbfFAgnvzCFcUQL89dkv2FI0c5mNpETrmk_ujwj0Exp5L1mPwmwj-0_3OOY40Xlu6aQMePx8BbDUb6Gh4EjBi2hYbmmHPPeoKbhMcju4PHHqLFYU7NsupUBjhShrnoJlx5WMFC2MhW85078V1MDAX1vsisSTlxHV5e71UX7FBbSjiaVdSTv7jFM6uA_jjjQDADb_tqLG2p9DZdavXB3OE3kPOz8m0vbX0kJlH4fN1k3TXLBx3xUYIGYztJF5jJYRyXDiR8MHOBld-60Bjmx8cwNUq3jZniCTwnggLgAlRH0UUovOZWBm-y9_CQW_lD6QrtJ1qvWYKPYz6rCOlayRLffO3qu5eAvFoLjhIvCQ3PApbB1IxQ8fa_1_iS_QaXB62GrhNb0nCil7qCh_s-qJJc9v4k12i4GHsmrNGpRDaRryRaBvvNnO2_JtmJ12oog6J3XCTGyZEqGe_Tv4VWVX1ERBeX50_PreyAoZiaZa-Ta6ke5qDxm33-oUijHOIQGaWg_F1LZz-xcp6_SPdcytCTdh2TRlP0-GOvcsvQ7SiMFJsb8pKslLQmmtaog=&xkcb=SoA--_M3IEwsc_Rjy50FbzkdCdPP&p=14&fvj=0&vjs=3
Sandia National Laboratories,W80-4 Systems Engineer - Electrical (Early/Mid-Career),"Livermore, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0BdI5vrJcl4iNCACeycF7SOUtI3c7RKoL2EvjheEbCbdbbBOMBjX1TjRNHGhGl97pCT9LXpwLot82Rfse1DeojyiQ8NDNyFFc8h5WHLHoX0ynvLUQxYIxQQvd1t1i-_CsKty7qjo9ZT1Rzls3NOq0Y6XKDjaE3KQ4rrltxmHFqKlnH53_M8IB91hMKxEnduptymrvFzfT2mhiCPS_XYnuc4tnRirW1A05nV2aSV-pk9wxDX5InNfl_rwLBKxmnsFYrtHODK7w0g5Rc8FVp0iHOQmZeOR1gN3cPRSRO4Z9lsgN35o3KlCozZzDUUEDhN-_c3aft3I5kct-dsR_8fB1L50PaoZhHzUtPx24HbP9BAk3YhHKrD4r_ZumhQ5eqYfV5xOUqWVjtmUNudzn4yeQ7OhtdpV3GR9W1M-FLup94VYjpFQRASMMlUwHVTclv7G62ESB_-p9nUcB0mEQOyAw7xW6eqk2wjpelV0P1mDy6ePCL_LPLy4iIRjeDbHBry0DKiu-0gox8HqeY1O7tA923f8yA5_83YMEorP06nbVRw0hKyB6LA_lLrOYeK1aE5IjukN_abvWynfg5LlaXz3qpyy4mTGCNG34D5xulaFAq9GawlpTiBtM9OOIdRDCJyGGtQr9kZ4-zX8sguL991QaLdVfDxQFJXAyKXXyeeTUb9raQZnmdpx9I6Li3Nn4P0ZHqqdRIO9FttM5rXgUpNfoANHgAasq5kDx1eKdeLRyD5AeZP2RhDNoZ4NVS9xcbKBKCjCLQx5x_u7nCg2DTAq3-pK5ejHQT00O4qXXuco3FkglZaVGJxfUJR&xkcb=SoDt-_M3IEwsNV2k7p0DbzkdCdPP&p=8&fvj=0&vjs=3
NVIDIA,"Software Engineer, Deep Learning cuDNN - New College Grad 2023","Santa Clara, CA",/rc/clk?jk=970fd46efbc252ce&fccid=c267f29f0f85e8b8&vjs=3
iCode Palo Alto,After School Instructor (Part-time),"Palo Alto, CA 94301 (Community Center area)",/pagead/clk?mo=r&ad=-6NYlbfkN0CtlCdohHBCkcQMrT8kwLzCIaDkHay2PnpdmY4_V6i0ML6h12Sy3x3WU3l59StxAI9QGlpr_53AIXAGYe9qevbnoz46YjhEm_PvDKs_twD92umIyjA5QQ8l2-q7zKLQR0JRMSmGiXVThXmpA0pgNTqH0cp_1eUaTOh1TMDGfQX6y52SqDKc0KRDIc5KLpy5xcrTn_bxYoTJQGhpBShDkhgmdErr677fCSh3N6LpgohBxu2_gjMjHufIdT2ztS6ErtOWjGy4NSOCdeYLtoHDYSJB4l6UwjOyskb-QWhAyLQzARMq9Dfv9EpL21eCZBZOXVT80TZXcRoy-pbuYpHIiIUSs4tBeICW6qtFjP0lu1Qq7QJNIL99JVjwLFuJrDa7S9T9Nsg2yb5GpNysAe1UJADBNU5kRiL6nlWOmc_lMskR4fpywGO8V7asILXEHJ7hDoFCfwd4F1WUbUIw7qM0lpqTe3IBNCWSmbeoYE5v4AEWYFKMxo6-eNmtqMG59AI9z2HPK_zxHwDdz6NWuhn3h_OOAEQktnhK5IcXIHD5G6EEMICGOJikDyk0hQXH2Ix06pC9LcjNnncmX-2dv9sgCjk39uPeEpK6VGmYz5-xL1ak5uvwvq9dsNdl&xkcb=SoDy-_M3IEwr5h2k7p0CbzkdCdPP&p=9&fvj=1&vjs=3
